Name,Age,Gender,Skills,Wages (INR/day),Location,Pincode,Years of Experience,Education Level,Marital Status,Number of Dependents,Work Type
Krish Bhatti,39,Female,"Cooking, Electrical Work",351-538,Jaipur,302001,10,Secondary,Married,6,Seasonal
Gaurangi Bumb,37,Male,Domestic Help,463-583,Ahmedabad,380001,18,None,Married,3,Seasonal
Edhitha Lala,33,Male,Carpentry,548-725,Delhi,110001,7,Secondary,Single,2,Part-Time
Vyanjana Misra,49,Male,Cooking,571-861,Lucknow,226001,20,Higher Secondary,Single,0,Part-Time
Meera Savant,43,Male,Cooking,594-768,Chennai,600001,14,None,Single,2,Seasonal
Maya Bhavsar,34,Female,Cooking,417-580,Ahmedabad,380001,2,Higher Secondary,Married,5,Part-Time
Indrajit Bora,42,Male,Cooking,320-609,Kolkata,700001,17,Higher Secondary,Single,1,Full-Time
Aadi Buch,35,Female,Cooking,379-563,Kolkata,700001,10,Higher Secondary,Married,5,Seasonal
Agastya Bala,49,Male,"Sewing, Plastering",584-793,Jaipur,302001,18,Higher Secondary,Single,2,Seasonal
Aarini Peri,36,Female,Masonry,474-755,Kolkata,700001,16,Higher Secondary,Single,2,Seasonal
Mekhala Deo,43,Male,Electrical Work,333-596,Jaipur,302001,10,Primary,Married,5,Full-Time
Chanakya Ramaswamy,32,Female,Tailoring,324-558,Ahmedabad,380001,6,Higher Secondary,Widowed,0,Seasonal
Tanmayi Kata,18,Male,Gardening,472-676,Mumbai,400001,1,Secondary,Married,0,Full-Time
Advika Grewal,31,Female,Carpentry,352-580,Jaipur,302001,3,None,Single,0,Full-Time
Kabir Kunda,49,Female,Sewing,319-544,Delhi,110001,5,Secondary,Married,5,Seasonal
Lakshmi Suri,47,Female,Sewing,440-596,Mumbai,400001,7,None,Widowed,0,Part-Time
Ishanvi Koshy,26,Male,Gardening,361-597,Hyderabad,500001,1,Secondary,Widowed,0,Part-Time
Nakul Majumdar,51,Male,Carpentry,393-614,Kolkata,700001,11,Primary,Single,1,Part-Time
Pranit Sunder,46,Male,Decorating,459-560,Lucknow,226001,17,None,Single,2,Part-Time
Indira Radhakrishnan,55,Male,Sewing,427-547,Jaipur,302001,2,Primary,Married,1,Seasonal
Mason Brar,58,Female,Masonry,411-673,Lucknow,226001,10,Secondary,Widowed,2,Seasonal
Ranveer Pandit,36,Female,Domestic Help,548-651,Jaipur,302001,11,None,Widowed,1,Part-Time
Lakshit Joshi,38,Male,Welding,359-628,Bangalore,560001,12,Higher Secondary,Married,0,Full-Time
Deepa Pal,29,Male,Electrical Work,405-548,Pune,411001,2,None,Single,0,Full-Time
Watika Sibal,21,Male,Plumbing,407-695,Bangalore,560001,3,Primary,Single,1,Full-Time
Samarth Lanka,22,Male,Masonry,471-611,Ahmedabad,380001,3,Primary,Married,6,Seasonal
Vanya Saraf,18,Female,Welding,361-489,Jaipur,302001,1,Primary,Single,2,Seasonal
Xiti Trivedi,45,Female,"Plumbing, Gardening",488-733,Ahmedabad,380001,18,None,Widowed,2,Full-Time
Zehaan Behl,22,Male,Decorating,363-620,Kolkata,700001,1,Higher Secondary,Married,2,Part-Time
Noah Palla,36,Female,Carpentry,323-452,Mumbai,400001,13,Secondary,Widowed,0,Seasonal
Samarth Prabhu,40,Female,Carpentry,333-534,Mumbai,400001,1,Secondary,Widowed,1,Full-Time
Chasmum Dua,18,Male,Welding,462-738,Chennai,600001,1,None,Widowed,1,Part-Time
Janaki Dube,32,Male,Masonry,419-622,Mumbai,400001,10,None,Single,1,Seasonal
Anamika Som,34,Female,Sewing,322-621,Lucknow,226001,11,None,Single,0,Full-Time
Pallavi Boase,31,Male,Masonry,552-722,Hyderabad,500001,13,Secondary,Married,0,Part-Time
David Gala,23,Female,Plumbing,542-714,Chennai,600001,6,Secondary,Single,1,Seasonal
Upadhriti Bora,47,Female,Welding,300-464,Bangalore,560001,14,None,Married,4,Part-Time
Manan Parmar,33,Female,Electrical Work,515-772,Chennai,600001,16,Primary,Single,0,Part-Time
Tanish Gaba,30,Male,Masonry,437-722,Kolkata,700001,13,None,Married,1,Part-Time
Jyoti Ravi,28,Male,Painting,522-690,Lucknow,226001,4,None,Single,1,Part-Time
Darsh Deol,48,Female,Tailoring,354-599,Hyderabad,500001,18,None,Married,4,Part-Time
Radha Kara,39,Male,Gardening,371-528,Mumbai,400001,12,Higher Secondary,Widowed,0,Part-Time
Yashoda Tak,29,Female,Tailoring,592-826,Kolkata,700001,7,Secondary,Single,1,Part-Time
Dhriti Sengupta,54,Female,Painting,491-622,Bangalore,560001,5,None,Widowed,0,Full-Time
Wahab Desai,26,Female,Electrical Work,318-478,Chennai,600001,2,None,Married,1,Part-Time
Chakradev Ram,23,Female,Domestic Help,554-685,Mumbai,400001,6,None,Married,6,Part-Time
Advaith More,51,Female,"Sewing, Gardening",325-489,Ahmedabad,380001,7,Secondary,Married,0,Seasonal
Anirudh Varty,31,Male,Domestic Help,463-731,Chennai,600001,13,None,Single,2,Seasonal
Aarini Patla,19,Male,Painting,310-496,Bangalore,560001,2,Higher Secondary,Widowed,2,Seasonal
Rehaan Bose,54,Female,Gardening,474-601,Mumbai,400001,12,None,Single,2,Full-Time
Teerth Kar,52,Female,Gardening,356-547,Jaipur,302001,19,None,Single,2,Seasonal
Qarin Wali,38,Male,Painting,570-866,Jaipur,302001,12,Higher Secondary,Single,2,Seasonal
Samuel Goyal,28,Female,Masonry,353-499,Lucknow,226001,9,Primary,Widowed,0,Full-Time
Gavin Mammen,58,Female,Masonry,471-691,Kolkata,700001,20,Secondary,Single,1,Full-Time
Hritik Arya,31,Male,Electrical Work,486-603,Pune,411001,9,None,Widowed,1,Seasonal
Baljiwan Mukhopadhyay,42,Female,Domestic Help,408-543,Bangalore,560001,13,None,Single,2,Part-Time
Yashica Shanker,40,Male,Masonry,448-678,Delhi,110001,8,Secondary,Widowed,2,Seasonal
Udarsh Lanka,23,Female,Welding,498-626,Bangalore,560001,6,Secondary,Single,1,Seasonal
Imaran Sankar,43,Female,Gardening,338-450,Hyderabad,500001,13,None,Widowed,2,Full-Time
Janani Tailor,57,Male,Sewing,530-718,Mumbai,400001,10,Secondary,Single,0,Seasonal
Tara Deshpande,42,Male,Sewing,449-707,Hyderabad,500001,3,Secondary,Widowed,1,Part-Time
Aarush Tata,42,Female,Electrical Work,457-609,Mumbai,400001,12,Primary,Single,0,Full-Time
Yochana Gala,53,Female,Decorating,387-639,Bangalore,560001,10,Primary,Married,2,Part-Time
Hema Chhabra,35,Male,Painting,405-530,Hyderabad,500001,12,Primary,Single,0,Seasonal
Reva Setty,57,Female,Plumbing,333-467,Pune,411001,9,None,Single,1,Full-Time
Libni Dasgupta,55,Male,Sewing,579-724,Hyderabad,500001,3,None,Married,2,Full-Time
Isaiah Ravi,48,Male,Cooking,366-525,Kolkata,700001,3,Secondary,Married,3,Full-Time
Unnati Bansal,33,Male,Carpentry,328-563,Ahmedabad,380001,7,Primary,Widowed,0,Seasonal
Parth Khatri,27,Male,Electrical Work,560-855,Pune,411001,9,Secondary,Married,6,Seasonal
Rehaan Vala,30,Male,"Gardening, Cooking",316-578,Bangalore,560001,2,None,Married,1,Full-Time
Ira Vohra,24,Female,Masonry,365-609,Pune,411001,3,None,Married,2,Part-Time
Chanakya Desai,20,Female,Gardening,509-626,Chennai,600001,3,Primary,Married,4,Part-Time
Oeshi Madan,34,Female,Painting,374-674,Bangalore,560001,4,Secondary,Single,0,Part-Time
Yahvi Puri,59,Female,Electrical Work,371-520,Jaipur,302001,9,Primary,Widowed,0,Seasonal
Meera Seth,44,Male,"Welding, Masonry",600-740,Jaipur,302001,3,Primary,Widowed,1,Part-Time
Kabir Patla,53,Female,Plumbing,445-694,Jaipur,302001,9,Primary,Married,1,Full-Time
Nathan Loke,22,Female,Electrical Work,388-528,Hyderabad,500001,2,None,Single,2,Full-Time
Frederick Grover,22,Female,Welding,508-698,Hyderabad,500001,1,Higher Secondary,Married,2,Seasonal
Yashoda Ranganathan,34,Female,Plastering,440-558,Jaipur,302001,8,None,Single,2,Seasonal
Krisha Aurora,20,Female,Electrical Work,347-461,Ahmedabad,380001,2,Secondary,Widowed,1,Part-Time
Vritti Sule,56,Female,Gardening,516-666,Mumbai,400001,13,Secondary,Widowed,2,Full-Time
Bhavini Gour,49,Female,Welding,446-657,Hyderabad,500001,12,Higher Secondary,Married,3,Part-Time
Charita Comar,33,Male,"Gardening, Carpentry",584-753,Delhi,110001,9,Primary,Single,2,Part-Time
Girish Sarkar,32,Male,Plastering,401-539,Bangalore,560001,7,Higher Secondary,Single,1,Seasonal
Pratyush Bhagat,53,Male,Sewing,516-731,Delhi,110001,20,None,Widowed,2,Full-Time
Ishanvi Brahmbhatt,59,Female,Domestic Help,575-824,Ahmedabad,380001,18,None,Widowed,0,Full-Time
Jason Nagi,50,Male,Decorating,376-674,Mumbai,400001,19,Primary,Widowed,0,Full-Time
Arjun Vasa,45,Female,Cooking,435-561,Delhi,110001,10,Secondary,Widowed,2,Seasonal
Amrita Oak,19,Female,Sewing,317-577,Hyderabad,500001,2,Higher Secondary,Married,1,Part-Time
Tanish Gala,35,Female,Electrical Work,340-496,Delhi,110001,10,None,Married,5,Part-Time
Qadim Krishna,23,Male,Decorating,572-838,Kolkata,700001,4,Higher Secondary,Married,0,Part-Time
Saanvi Chad,46,Female,Painting,582-875,Ahmedabad,380001,3,Primary,Single,1,Full-Time
Abhimanyu Loke,53,Male,Gardening,533-714,Pune,411001,14,Higher Secondary,Married,2,Part-Time
Farhan Suri,39,Female,Masonry,506-753,Ahmedabad,380001,19,Secondary,Single,1,Full-Time
Tanmayi Mammen,43,Female,Plumbing,402-518,Lucknow,226001,16,Higher Secondary,Married,5,Part-Time
Anay Tiwari,26,Male,Decorating,361-649,Pune,411001,3,Primary,Widowed,2,Part-Time
Divya Chokshi,40,Male,Electrical Work,416-678,Hyderabad,500001,16,Secondary,Single,0,Seasonal
Falguni Bandi,36,Female,Decorating,358-522,Ahmedabad,380001,16,Higher Secondary,Single,1,Full-Time
Kiaan Nagy,45,Female,Gardening,394-582,Ahmedabad,380001,9,Secondary,Married,4,Full-Time
Ucchal Dugal,30,Male,Plastering,396-549,Chennai,600001,4,Primary,Widowed,0,Seasonal
Ishani Gill,53,Male,Plumbing,368-664,Jaipur,302001,16,None,Single,2,Part-Time
Oscar Dhillon,48,Female,Gardening,474-613,Ahmedabad,380001,10,Primary,Married,0,Full-Time
Akshay Aurora,36,Male,"Electrical Work, Sewing",432-676,Pune,411001,15,None,Widowed,1,Seasonal
Krish Chakrabarti,20,Female,Domestic Help,343-451,Kolkata,700001,1,None,Widowed,2,Full-Time
Kalpit Balakrishnan,41,Male,Electrical Work,416-597,Kolkata,700001,14,None,Married,0,Part-Time
Farhan Ramachandran,49,Male,Carpentry,343-637,Bangalore,560001,16,Higher Secondary,Married,0,Full-Time
Aishani Dyal,48,Female,Decorating,466-654,Delhi,110001,18,Primary,Married,4,Part-Time
Utkarsh Thaker,35,Female,Cooking,326-582,Chennai,600001,9,Higher Secondary,Married,2,Full-Time
Aarush Nayak,42,Female,Electrical Work,512-754,Delhi,110001,2,None,Widowed,2,Full-Time
Saumya Brahmbhatt,51,Female,Domestic Help,467-741,Mumbai,400001,5,None,Married,3,Full-Time
Zashil Peri,38,Female,Tailoring,439-539,Kolkata,700001,7,None,Widowed,2,Full-Time
Abhiram Sabharwal,49,Female,"Gardening, Welding",355-544,Delhi,110001,11,Higher Secondary,Married,3,Full-Time
Ganga Krishnan,19,Male,"Plastering, Masonry",546-703,Hyderabad,500001,1,Higher Secondary,Widowed,1,Full-Time
Chatresh Padmanabhan,59,Female,"Tailoring, Cooking",356-538,Delhi,110001,8,None,Widowed,0,Seasonal
Bhavika Khosla,32,Male,Electrical Work,489-697,Delhi,110001,9,Primary,Married,1,Part-Time
Krisha Doshi,45,Male,Painting,397-598,Ahmedabad,380001,2,None,Single,0,Part-Time
Faqid Kala,46,Male,"Domestic Help, Welding",518-803,Kolkata,700001,2,Primary,Married,6,Seasonal
Sai Wali,45,Female,"Plumbing, Plastering",561-853,Mumbai,400001,4,Higher Secondary,Married,2,Part-Time
Nandini Soni,23,Male,Masonry,588-842,Mumbai,400001,6,Secondary,Single,2,Full-Time
Nidhi Dugar,21,Male,Sewing,476-641,Jaipur,302001,3,None,Single,0,Seasonal
Yauvani Srinivas,32,Male,Plastering,553-774,Pune,411001,7,None,Widowed,1,Seasonal
Onkar Batra,36,Male,Welding,359-488,Kolkata,700001,9,Higher Secondary,Single,2,Full-Time
Balhaar Vig,57,Male,"Welding, Painting",509-796,Hyderabad,500001,17,None,Single,1,Full-Time
Ojas Mishra,58,Male,Gardening,570-712,Mumbai,400001,10,Secondary,Widowed,0,Part-Time
Megha Viswanathan,39,Female,"Gardening, Masonry",556-832,Mumbai,400001,13,Primary,Married,4,Full-Time
Gopal Verma,30,Male,Carpentry,527-690,Kolkata,700001,12,None,Widowed,2,Part-Time
Kashvi Gokhale,41,Female,Painting,407-677,Hyderabad,500001,6,Secondary,Widowed,0,Full-Time
Ekta Walia,22,Male,Cooking,510-740,Chennai,600001,2,None,Widowed,0,Part-Time
Warhi Banik,35,Female,"Domestic Help, Cooking",485-596,Delhi,110001,4,Higher Secondary,Single,2,Seasonal
Noah Shah,35,Female,Gardening,379-506,Bangalore,560001,5,Higher Secondary,Married,6,Part-Time
Mohini Mani,18,Male,Plumbing,452-648,Bangalore,560001,1,Higher Secondary,Married,3,Full-Time
Daksha Suri,42,Male,Cooking,484-676,Hyderabad,500001,16,None,Married,5,Seasonal
Anamika Narayanan,50,Female,Gardening,401-696,Hyderabad,500001,5,Primary,Single,0,Full-Time
Bahadurjit Kothari,30,Male,Electrical Work,544-801,Lucknow,226001,5,Higher Secondary,Married,2,Seasonal
Ayushman Jani,56,Female,Gardening,430-638,Ahmedabad,380001,16,Higher Secondary,Married,0,Part-Time
Andrew Ram,36,Male,Carpentry,342-474,Kolkata,700001,19,Primary,Single,0,Seasonal
Edhitha Gala,43,Male,Gardening,563-834,Hyderabad,500001,16,Secondary,Married,4,Part-Time
Krishna Venkataraman,60,Male,"Painting, Electrical Work",399-523,Mumbai,400001,5,Secondary,Single,0,Full-Time
Vinaya Bajwa,54,Male,"Decorating, Painting",361-620,Pune,411001,18,Higher Secondary,Married,1,Full-Time
Edhitha Sekhon,28,Female,Carpentry,392-500,Jaipur,302001,6,Secondary,Widowed,2,Full-Time
Brinda Kala,59,Female,Plastering,548-703,Lucknow,226001,10,Secondary,Widowed,2,Full-Time
Ekani Sandal,23,Male,Cooking,447-728,Hyderabad,500001,2,Secondary,Widowed,0,Full-Time
Gabriel Pal,23,Female,Electrical Work,535-768,Mumbai,400001,3,Secondary,Single,1,Full-Time
Bimala Shan,35,Female,Domestic Help,333-484,Kolkata,700001,5,Primary,Single,2,Full-Time
Girik Saini,23,Male,Plastering,415-534,Mumbai,400001,2,None,Single,2,Full-Time
Unnati Pillai,59,Male,Welding,467-734,Hyderabad,500001,15,Higher Secondary,Widowed,0,Full-Time
Ekta Muni,43,Male,Plastering,560-701,Ahmedabad,380001,11,Primary,Widowed,1,Full-Time
Aarna Bedi,19,Female,Tailoring,454-745,Delhi,110001,2,Higher Secondary,Single,1,Full-Time
Varsha Jain,27,Male,"Decorating, Painting",483-726,Ahmedabad,380001,1,Primary,Married,4,Seasonal
Ganga Gandhi,26,Female,Domestic Help,474-602,Pune,411001,6,Higher Secondary,Widowed,0,Seasonal
Omaja Sampath,37,Female,Cooking,587-822,Pune,411001,15,Primary,Single,0,Full-Time
Nitesh Lad,23,Male,Welding,422-650,Ahmedabad,380001,5,Secondary,Single,1,Part-Time
Kavya Malhotra,31,Female,Cooking,369-633,Bangalore,560001,12,Secondary,Married,0,Part-Time
Yashoda Parikh,27,Male,Electrical Work,510-700,Kolkata,700001,10,Higher Secondary,Single,2,Seasonal
Yachana Sachar,48,Female,"Domestic Help, Domestic Help",503-730,Pune,411001,19,Primary,Single,1,Full-Time
Rehaan Boase,21,Female,Carpentry,319-547,Kolkata,700001,2,Primary,Widowed,0,Full-Time
Aditya Keer,37,Female,Welding,362-631,Hyderabad,500001,18,Secondary,Single,2,Full-Time
Gopal Kamdar,24,Female,Domestic Help,499-793,Hyderabad,500001,4,Primary,Single,2,Full-Time
Vamakshi Bandi,22,Male,Masonry,429-618,Ahmedabad,380001,2,None,Married,2,Seasonal
Fiyaz Chauhan,36,Female,Plastering,551-742,Bangalore,560001,13,Higher Secondary,Single,1,Full-Time
Balveer Ray,47,Female,"Carpentry, Domestic Help",374-612,Pune,411001,11,Higher Secondary,Widowed,1,Full-Time
Veer Aggarwal,46,Female,Cooking,342-589,Bangalore,560001,20,Higher Secondary,Single,1,Full-Time
Wakeeta Zacharia,40,Female,Gardening,483-617,Bangalore,560001,5,Primary,Widowed,2,Full-Time
Baghyawati Sama,42,Male,Masonry,434-718,Hyderabad,500001,3,Higher Secondary,Single,0,Full-Time
Ganga Sachdev,56,Female,Domestic Help,360-618,Mumbai,400001,15,None,Married,4,Part-Time
Utkarsh Rao,34,Male,Sewing,543-749,Bangalore,560001,5,Secondary,Single,0,Full-Time
Dalaja Datta,43,Male,Decorating,357-555,Jaipur,302001,9,Primary,Widowed,2,Seasonal
Abhimanyu Warrior,52,Female,Cooking,597-730,Kolkata,700001,16,Secondary,Widowed,0,Full-Time
Rachana Bhatnagar,48,Male,Plumbing,397-602,Pune,411001,8,None,Married,4,Part-Time
Wakeeta Issac,25,Male,Domestic Help,545-707,Chennai,600001,6,Higher Secondary,Married,2,Seasonal
Warinder Palan,35,Male,Gardening,433-699,Bangalore,560001,2,Primary,Married,2,Seasonal
Ekalinga Pradhan,34,Male,Welding,469-686,Hyderabad,500001,15,Primary,Widowed,2,Part-Time
Bhavini Nagi,50,Male,Masonry,349-497,Kolkata,700001,16,Higher Secondary,Married,1,Part-Time
Nathaniel Soni,23,Female,Plumbing,563-836,Hyderabad,500001,6,Primary,Single,1,Part-Time
Damyanti Dada,22,Male,Electrical Work,416-625,Lucknow,226001,5,Higher Secondary,Single,1,Part-Time
Zansi Goswami,29,Female,Cooking,352-544,Hyderabad,500001,8,Primary,Widowed,0,Full-Time
Aachal Mahajan,57,Female,Painting,424-715,Delhi,110001,12,None,Single,2,Seasonal
Girish Deol,28,Female,Cooking,311-578,Chennai,600001,8,Higher Secondary,Widowed,1,Part-Time
Sai Bera,54,Female,Tailoring,312-576,Bangalore,560001,1,Secondary,Married,5,Full-Time
Nilima Andra,26,Female,Painting,386-537,Chennai,600001,7,Secondary,Single,1,Full-Time
Frederick Biswas,43,Male,Carpentry,586-831,Hyderabad,500001,8,None,Married,4,Seasonal
Jai Nagar,39,Female,Plastering,590-793,Lucknow,226001,3,Secondary,Widowed,2,Part-Time
Anvi Majumdar,23,Male,Tailoring,348-516,Pune,411001,1,Higher Secondary,Married,5,Full-Time
Pooja Prashad,19,Female,Sewing,486-730,Bangalore,560001,2,Primary,Single,2,Part-Time
Fitan Dixit,36,Female,"Decorating, Carpentry",357-494,Jaipur,302001,2,None,Married,2,Seasonal
Vedhika Mitra,49,Male,"Domestic Help, Domestic Help",304-492,Hyderabad,500001,1,Higher Secondary,Single,1,Full-Time
Kamala Pandit,33,Male,Masonry,324-428,Pune,411001,14,Secondary,Married,2,Full-Time
Kashvi Ganesan,31,Female,Cooking,395-692,Mumbai,400001,1,Higher Secondary,Single,1,Part-Time
Karan Wason,18,Female,Plumbing,429-717,Hyderabad,500001,1,Secondary,Widowed,2,Seasonal
Kritika Mane,50,Male,Welding,342-488,Kolkata,700001,15,Primary,Widowed,2,Seasonal
Adweta Chand,58,Male,"Gardening, Gardening",474-748,Delhi,110001,19,None,Widowed,1,Full-Time
Benjamin Patla,53,Male,Masonry,553-746,Ahmedabad,380001,4,None,Married,0,Seasonal
Hemani Pandey,39,Female,Cooking,463-667,Chennai,600001,9,Secondary,Widowed,1,Seasonal
Tejas Chander,49,Female,"Welding, Masonry",510-799,Lucknow,226001,19,Higher Secondary,Married,2,Full-Time
Lavanya Bobal,59,Male,Painting,346-509,Ahmedabad,380001,3,Higher Secondary,Married,0,Full-Time
Fariq Chopra,43,Male,Domestic Help,433-585,Kolkata,700001,11,Higher Secondary,Married,3,Part-Time
Lohit Kalla,19,Male,Tailoring,362-534,Hyderabad,500001,1,Secondary,Single,2,Seasonal
Anya Khatri,22,Male,Domestic Help,381-674,Lucknow,226001,4,Higher Secondary,Married,5,Part-Time
Tanveer Randhawa,54,Male,Gardening,544-830,Pune,411001,13,Primary,Married,4,Seasonal
Bimala Ghose,52,Female,Plastering,405-573,Delhi,110001,1,Higher Secondary,Widowed,1,Seasonal
Garima Palla,60,Female,"Decorating, Gardening",567-810,Jaipur,302001,5,Secondary,Married,2,Seasonal
Aarini Sekhon,33,Female,Gardening,549-688,Hyderabad,500001,12,Secondary,Widowed,1,Part-Time
Riya Basak,58,Female,"Electrical Work, Electrical Work",585-868,Ahmedabad,380001,19,Higher Secondary,Widowed,0,Seasonal
Chandran Kannan,49,Male,Plumbing,322-553,Mumbai,400001,18,None,Married,6,Seasonal
Vanya Gokhale,34,Female,Plumbing,589-837,Jaipur,302001,3,Higher Secondary,Widowed,2,Part-Time
Barkha Chacko,50,Female,Domestic Help,499-748,Chennai,600001,16,Secondary,Widowed,2,Part-Time
Jeremiah Mahajan,44,Male,"Cooking, Carpentry",549-767,Pune,411001,6,Higher Secondary,Married,0,Full-Time
Keya Gopal,27,Male,Painting,478-603,Mumbai,400001,8,Higher Secondary,Single,2,Full-Time
Yashawini Sidhu,18,Female,Gardening,381-499,Pune,411001,1,Secondary,Widowed,1,Full-Time
Finn Dyal,18,Male,Masonry,301-553,Mumbai,400001,1,Secondary,Married,2,Full-Time
Ati Verma,60,Male,"Plastering, Welding",442-626,Hyderabad,500001,10,Primary,Single,2,Seasonal
Ijaya Dash,22,Female,"Decorating, Tailoring",406-555,Chennai,600001,1,Secondary,Widowed,1,Part-Time
Faraj Khurana,33,Female,Painting,468-663,Hyderabad,500001,16,Secondary,Married,5,Part-Time
Ishwar Pall,21,Male,Painting,406-697,Bangalore,560001,3,Higher Secondary,Widowed,2,Part-Time
Nachiket Chatterjee,55,Male,Cooking,421-657,Chennai,600001,18,Secondary,Married,3,Part-Time
Anthony Thaman,56,Male,Domestic Help,392-549,Lucknow,226001,13,Higher Secondary,Widowed,1,Full-Time
Harrison Vala,45,Male,"Domestic Help, Plastering",324-509,Jaipur,302001,14,Higher Secondary,Married,2,Part-Time
Lekha Pradhan,21,Male,Cooking,567-856,Lucknow,226001,2,None,Single,1,Part-Time
Vinaya Agate,38,Male,Decorating,379-679,Jaipur,302001,9,Secondary,Widowed,2,Seasonal
Amara Mitter,34,Female,Gardening,401-694,Chennai,600001,14,Higher Secondary,Married,6,Seasonal
Unnati Randhawa,26,Female,"Electrical Work, Masonry",375-612,Jaipur,302001,2,Secondary,Married,2,Part-Time
Meera Comar,29,Female,Plastering,422-589,Kolkata,700001,12,Secondary,Single,2,Full-Time
Sudiksha Sridhar,23,Female,Carpentry,574-786,Hyderabad,500001,2,Secondary,Married,6,Seasonal
Sanaya Kaur,19,Male,Plastering,326-495,Kolkata,700001,2,Secondary,Widowed,1,Part-Time
Shravya Mand,52,Male,"Domestic Help, Plastering",304-522,Mumbai,400001,2,None,Married,4,Part-Time
Tanvi Dora,29,Male,Masonry,430-621,Ahmedabad,380001,4,None,Married,0,Seasonal
Praneel More,41,Female,"Decorating, Tailoring",396-611,Hyderabad,500001,1,None,Single,2,Seasonal
Janani Rastogi,19,Male,Welding,478-630,Chennai,600001,1,Higher Secondary,Married,1,Full-Time
